job_title,company,location,job_summary,post_date,more_info,salary,job_url
Mobile Application Developer,PayHuddle Solutions,"Bengaluru, Karnataka","


   Send your resume at
  

    pet@payhuddle.com
  

    if you are intrested
  



 We are hiring! Mobile Application Developer.

 The ideal candidate will be responsible for the technical design and implementation of new products and enhancements existing applications. They will work in all phases of the development cycle: concept to implementation. 
They will work in all phases of the development cycle: concept to implementation.
 The candidate should also be responsible for maintaining the existing applications.

 Responsibilities

 Mobile app developer with knowledge of building mobile apps in Java/ Kotlin
 Knowledge of Material Design and Android UI design principles would be good to have
 OOPs knowledge
 Good Communication skills

 Qualifications

 Any degree
 Experience 0-2 years

 Apply Here
 
",PostedPosted 30+ days ago,Full-time,,https://www.indeed.com/rc/clk?jk=12228690c32b57b4&fccid=5747b7d3842f11b1&vjs=3
Mobile/ Front end Developer,Happymonk Technology,"Bengaluru, Karnataka","
Roles and Responsibilities






      Collaborate with web designers and back-end designers to complete projects
     






      Create Blistering fast applications, optimize user experience
     






      Turn feedback into custom solutions for client needs
     






      Optimize apps/sites to improve performance and efficiency
     






      Author technical documentation
     




",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=cfa5571571a1bf9d&fccid=20e2e20ef5054bf7&vjs=3
Mobile App Developer,Genix Technologies,"Chennai, Tamil Nadu","

Responsibilities

 Build smooth UIs across both mobile platforms.
 Leverage native APIs for deep integrations with both platforms.
 Diagnose and fix bugs and performance bottlenecks.
 Maintain code and write automated tests to ensure the product is of the highest quality

 Tech Skills

 Strong knowledge in React native framework, architecture
 Firm grasp of the JavaScript and TypeScript language and its nuances, including ES6+ syntax
 Knowledge of functional or object-oriented programming
 Ability to write well-documented, clean Javascript code
 Hands-on experience on working with third-party dependencies and debugging dependency conflicts
 Familiarity with native build tools, like XCode, Gradle, Android Studio
 Understanding of REST APIs, the document request model, and offline storage
 Experience with automated testing suites
 Familiar with state management tools(Redux), local storage(Realm)



 Author
 Recent Posts








       Godden
      






        Latest posts by Godden
      










 Job Category: Software Developer
    

 Job Type: Full Time
    

 Job Location: Chennai
    

 Qualification: Any Degree
    

 Experience: 0 to 2 years
    



",PostedPosted 3 days ago,Full-time,,https://www.indeed.com/rc/clk?jk=6952a6143f5e4299&fccid=4c88ee7510f8795c&vjs=3
Hybrid Mobile Developer - IONIC,Xynosoft Solutions,"Kochi, Kerala","

Job Description
Xynosoft Solutions looking for a Hybrid Mobile Developer who will work on developing world-class applications. These apps will run on both Android and iOS and works offline. The Hybrid Mobile Application Developer designs develop and test using web technologies and Ionic framework to deliver high-quality application experiences across multiple mobile platforms. The Hybrid Mobile Application Developer is passionate about enhancing the mobile experiences of users and has a proven ability to deliver hybrid mobile applications that solve real-world business problems.


Roles & Responsibilities:

Designs and codes features; tests and other hybrid mobile application components to meet the needs of the business
Ensures that hybrid mobile applications work well across target platforms
Helps other web front-end developers learn how to work on hybrid mobile applications
Works closely with mobile developers across the enterprise to share experience and continuously improve our ability to deliver world-class mobile experiences quickly
Assists with the UX design of mobile applications



Requirements:

Experience working on agile development teams involved in new product development
Very broad and deep application development skills
Primarily works hands-on with code
Experience developing hybrid mobile applications; with Ionic; Angular; CSS; HTML 5; JavaScript and other broadly used Web development technologies
Has delivered awesome
hybrid mobile applications that work on both Android and IOS using these technologies
Passionate about delivering high quality user experience on mobile devices. Has experience assisting with UX design for mobile
Extensive knowledge of mobile APIs and UI standards
Bachelor’s degree in a technical discipline or equivalent experience


",PostedJust posted,Full-time,,https://www.indeed.com/rc/clk?jk=46340ea10a76c58c&fccid=e4f1da2b61fc68ec&vjs=3
Mobile Application Developer Jobs in Delhi Ncr,Max Vision Solutions,"Delhi, Delhi","

We are looking for a Mobile App Developer who is motivated to combine the art of design with the art of programming. Responsibilities will include implementing visual elements and their behaviors with user interactions. You will work with both front-end and back-end web developers to build all client-side logic. You will also be bridging the gap between the visual elements and the server-side infrastructure, taking an active role on both sides, and defining how the application looks and functions.
 Responsibilities and Duties


 Develop new user-facing features
  

    Build reusable code and libraries for future use
  

    Ensure the technical feasibility of UI/UX designs
  

    Optimize applications for maximum speed and scalability
  

    Assure that all user input is validated before submitting to back-end services
  

    Collaborate with other team members and stakeholders
  

 Required Experience, Skills and Qualifications


    Strong understanding of JavaScript, its quirks, and workarounds
  

 HTML5and 
   CSS3


 AngularJS, 
   ReactJS


 AJAX


    code versioning tools, such as 
   Git.


 Benefits


 Training, Mentoring
  

    Tea/Coffee
  

 Job Type: Full-time
 Salary: ₹12,000.00 to ₹20,000.00 /month

",PostedPosted 30+ days ago,"₹12,000 - ₹20,000 a monthFull-time","₹12,000 - ₹20,000 a month",https://www.indeed.com/rc/clk?jk=5569ecd2de6c76cf&fccid=6513e4d468fb921e&vjs=3
Senior Mobile Developer,Aboveo Services,"Hyderabad, Telangana","





      Required Skills
     

      :
     





Phone gap, Java script, angular.js, CSS3, HTML5, Java 
Strong Objective-C skills & inside-and-out knowledge of the iOS SDK 
Android Applications & website Development







      Responsibilities
     

      :
     





Strong Java skills with extensive knowledge of the Android SDK 
Object Oriented PHP skills at all scales 
Exceptional organizational & project management skills 
Demonstrated success in defining & launching mobile apps







      Experience
     

      :
     

      3 + years
     




      Industry Type
     

      :
     

      IT-Software / Software Services
     




      Role
     

      :
     

      Android Developer (Mobile Application)
     




      Functional Area
     

      :
     

      IT Software – Application Programming, Maintenance
     




      Education
     

      :
     



        Bachelors or Masters Degree in Computer Science
      





      Compensation
     

      :
     

      Best in Industry
     




      Job-Type
     

      :
     

      FullTime
     




      Location
     

      :
     

      Hyderabad
     





",PostedPosted 30+ days ago,Full-time,,https://www.indeed.com/rc/clk?jk=3b0698af271acf01&fccid=6048a0808bd0b43b&vjs=3
Mobile Developer,Replete Technologies,"Lucknow, Uttar Pradesh","
Location: India - Department: Engineering
We are looking for Android application developers , MAC Developers with at least 3 year experience in application development .

",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=f4d37406d8a72cdb&fccid=a3d85eeb6833f772&vjs=3
Mobile App Developer,Trium Info,"Mumbai, Maharashtra","


Location : Mumbai
Work Experience : 3 to 6 Years
Description : We are looking for a qualified Mobile developer to join our Engineering team. You will be working with our engineers to develop and maintain high quality mobile applications. If you’re passionate about mobile platforms and translating code into user-friendly apps, we would like to meet you. As a Mobile developer, you’ll collaborate with internal teams to develop functional mobile applications, while working in a fast-paced environment. Ultimately, you should be able to design and build the next generation of our mobile applications. 
Responsibilities:

Support the entire application lifecycle (concept, design, test, release and support)
Produce fully functional mobile applications writing clean code
Gather specific requirements and suggest solutions
Write unit and UI tests to identify malfunctions
Troubleshoot and debug to optimize performance
Design interfaces to improve user experience
Liaise with Product development team to plan new features
Ensure new and legacy applications meet quality standards
Research and suggest new mobile products, applications and protocols
Stay up-to-date with new technology trends

Requirements:

Proven work experience as a Mobile developer
Demonstrable portfolio of released applications on the App store or the Android market
In-depth knowledge of at least one programming language like Swift and Java
Experience with third-party libraries and APIs
Familiarity with OOP design principles
Excellent analytical skills with a good problem-solving attitude
Ability to perform in a team environment
BSc degree in Computer Science or relevant field




",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=9d3ee2a03c216403&fccid=49cae5f67b148000&vjs=3
Java Android and Web Developer,Dimagi,"Delhi, Delhi","
About Dimagi
 Dimagi is an award-winning social enterprise and a certified B-corp and Benefit Corporation. We build software solutions and provide technology consulting services to improve the quality of essential services for underserved populations. Our open-source technology platform, CommCare, is the world’s most widely-used and researched mobile data collection platform for frontline workers. Our choice to be a certified B-Corp and Benefit Corporation sends a clear signal to our partners, our team members, and our communities that we not only believe but also take action in using business as a force for good. Together they combine our passion and commitment to tackle complex health and social inequities and work towards a brighter future for all.
 About the Position
 Dimagi is looking for a Java Android and Web Developer to join our Global Technology division and support our India Division. This position will be affiliated with our Delhi office but is open to remote employment within India.
 Our Global Technology team helps to develop and improve our platform’s architecture design for expressing end-to-end system workflows, both at the functional level and the technical level. Since CommCare is used for applications related to many different types of problems, from agricultural extension education to improving delivery outcomes at birth, the software is written as a portable application engine. That means we don’t often build custom code for specific projects.
 Who we're looking for
 We are seeking a full-time Java Android and Web Developer to join our mobile team, which is responsible for growing and maintaining Dimagi’s Android-based mobile tool CommCare as well as supporting our Web Application platform, both of which share a powerful common Java-based engine for running low-code configuration based apps. CommCare is written as a platform for non-developers to build their own app workflows. We get to do a lot of architecture design for expressing end-to-end system workflows, both at the functional level and the technical level.
 The platform team at Dimagi is small, so everyone tends to have their hands in several pieces of the stack, while simultaneously finding certain areas to focus on more closely over time. Our developers share a passion for making things work in challenging environments and seeing the impact of our work first-hand.
 Responsibilities of this role include

Helping to grow a mature open-source Android product base
Support and build on top of our Spring-based Web Apps platform
Grow and maintain the common core Java engine used by our different platform front-ends
Building quality software with a strong focus on usability by groups of people facing unique challenges (remote locations, low levels of literacy, no experience with technology, etc.)
Helping to support infrastructures for testing, QA, and release management

Skills and Requirements

3-5 years of experience in full-stack software development
Experience building Android-based mobile applications
Experience in a high-level programming language, Java preferred
Familiarity with building Android-based web applications
Familiarity with the principles of good test-writing, and comfortable writing thorough tests for your own code
Familiarity with using a version control system to facilitate collaborative work
Ability to work well with flexible requirements
Authorized to work in India

Bonus Points

Has strong background in Java
Has built, deployed, and maintained an Android application
Familiarity with the Spring Boot framework
Knowledge of Python and Django framework is a strong plus

Compensation and Benefits
 We strive to make a difference, not just as a company but also as an employer. We are transparent about salaries at all levels of the organization and have a standard, global pay scale for all positions that is non-negotiable. The salary for this position is 29,76,273 INR annually. The benefits we offer are geared towards having a strong impact on our staff’s well-being. A few of our key benefits are outlined below:

100% employer-sponsored medical insurance covering employees and their family, paired with a generous OPD and mental health allowance
Health and Fitness allowance
Air Quality reimbursement to include air purifiers, pollution masks, etc.
Monthly contributions to each employee's EPF account
Employee stock option plan
30 days Paid Time Off
Access to a flex-time policy that allows employees to work based on a flexible work schedule
Access to an Employee Assistance Program (EAP) through Magellan Healthcare
Complimentary lunch in the office


  Dimagi is an Equal Opportunity Employer. We celebrate and support diversity and are committed to providing a work environment that is inclusive and free of discrimination and harassment. All employment decisions are based on individual qualifications without regard to race, color, religion, age, sex, sexual orientation, ethnicity, gender identity and expression, national origin, family or parental status, veteran or disability status.
 
",PostedToday,"₹29,76,273 a yearFull-timeFlexible shift","₹29,76,273 a year",https://www.indeed.com/rc/clk?jk=707c45232026a599&fccid=b5ba157e4c3d4e12&vjs=3
4700 - Mobile Developer,Recruise India Consulting Pvt Ltd,"Bengaluru, Karnataka","
As a senior mobile developer, you will play a meaningful role in helping Giant Eagle develop customer-centric experiences that span across the omnichannel journey. This individual will strive to learn and understand customer need, behaviors, and emotions to inform experiences, interactions, and platforms.
 If you’re passionate about mobile platforms and translating code into user-friendly apps, then we should be discussing further. As a Mobile developer, you will work with business and product teams to develop functional mobile applications, while working in a retail environment that is changing and rapidly evolving.
 The candidate must have built cross browser compatible hybrid Mobile applications using HTML5/JQuery/Javascript/ CSS3 for iOS and Android platforms.
 Primary Job Responsibilities

Support the entire application lifecycle (concept, design, test, release and support)
Work on user stories to product fully functional mobile application
Write unit and UI tests to identify malfunctions; Troubleshoot and debug to optimize performance
Design interfaces to improve user experience
Liaise with Product development team to plan new features
Establish and maintain quality standard for new and legacy applications.

Necessary Skills:

Proven work experience as a Mobile developer
Demonstrable portfolio of released applications on the App store or the Android market
In-depth knowledge of at least one programming language like Swift and Java
Experience with third-party libraries and APIs
Experience with one or more JavaScript frameworks such as React JS, Angular JS, Ionic, Node JS required
Familiarity with OOP design principles
Excellent analytical skills with a good problem-solving attitude

",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=4cae0a268f622c51&fccid=d0187cd2ab8e457e&vjs=3
Hybrid Mobile Applications Developer,Carbonshelf,"Nagpur, Maharashtra","
Job Requirements

Must have at least 3 years of experience in writing solid code in any programming language
Strong knowledge of javascript, ajax must. Preferably used javascript libraries like jQuery, jQuery Mobile, jQuery Touch.
Experience with AngularJS / Reactjs a big plus.
Must have written a few professional grade webapps or mobile apps for any browser/platform
Comfortable with web-development technologies like HTML, CSS and Javascript.
Experience with storage options like sql, blob, etc. required
Prior experience with media a plus
Experience with full life cycle of software product development
Strong Analytical skills to be able to take the problem to its conclusion
Strong communication skills.
Able to demonstrate working in team environment.
Must be self-starter and be able to enjoy learn and grow environment.


",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=c1c571114302e5f0&fccid=390d7ceac0f86c27&vjs=3
Mobile Developer – Fresher,IntelloGrit,Remote,"




Location: Remotely

Experience:- 0 – 6 Months
Employment:- Full Time
We are looking for a qualified Mobile developer to join our Engineering team. You will be working with our engineers to develop and maintain high quality mobile applications. If you’re passionate about mobile platforms and translating code into user-friendly apps, we would like to meet you. As a Mobile developer, you’ll collaborate with internal teams to develop functional mobile applications, while working in a fast-paced environment. Ultimately, you should be able to design and build the next generation of our mobile applications. 
    
Job Descriptions:

Support the entire application lifecycle (concept, design, test, release and support)
Produce fully functional mobile applications writing clean code
Gather specific requirements and suggest solutions
Write unit and UI tests to identify malfunctions
Troubleshoot and debug to optimize performance
Design interfaces to improve user experience
Liaise with Product development team to plan new features
Ensure new and legacy applications meet quality standards
Research and suggest new mobile products, applications and protocols
Stay up-to-date with new technology trends



Requirement:

Proven work experience as a Mobile developer
Demonstrable portfolio of released applications on the App store or the Android market
In-depth knowledge of at least one programming language like Swift and Java
Experience with third-party libraries and APIs
Familiarity with OOP design principles
Excellent analytical skills with a good problem-solving attitude
Ability to perform in a team environment
Degree in Computer Science or relevant field






",PostedPosted 30+ days ago,Fresher +1,,https://www.indeed.com/rc/clk?jk=2de3081b099ac56d&fccid=1077d1043a523986&vjs=3
Mobile App/ReactNative Developer,vInnovate Technologies,Remote,"
Experience 1 Year or Fresher, Intern can also apply
 Skills Andriod / IOS mobile app development, ReactNative, NodeJS, Native sdk libraries, MongoDB, MySql,Exposure to creating and deploying apk, Agile, DevOps, Cloud will be added advantage.
 Salary As per experience 
Start Date Immediate
 Location Work From Home
 Working hrs per day 6 hrs/ Flexible
",PostedPosted 30+ days ago,Fresher +1,,https://www.indeed.com/rc/clk?jk=ad3edc0c5cc29993&fccid=3afe1e53dbe9293a&vjs=3
Mobile App Developer,Ramagya Group,"Noida, Uttar Pradesh","Qualification: Graduate/Post Graduate 
Experience: Minimum 04-05years of experience in a reputed organization in a similar role 
Location: Noida 

Interested folks please share your CV to careers@ramagyagroup.com",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=c63376f6ecca8234&fccid=645398d2cbd22a89&vjs=3
Mobile App Developer - Flutter,Acompworld,"Bhopal, Madhya Pradesh","



Location
Noida/ Bhopal







Job Description


We are looking for a cross-platform mobile app developer responsible for the development and maintenance of applications aimed at a vast number of diverse Android and iOS devices. Your primary focus will be the development of applications and their integration with back-end services. You will be working alongside other engineers and developers working on different layers of the infrastructure. Therefore, commitment to collaborative problem solving, sophisticated design, and creating quality products is essential. 


       Apply 
      









Responsibilities




Roles and Responsibilities



Translate designs and wireframes into high-quality flutter layouts and code
Design, build, and maintain high-performance, reusable, and reliable code in Dart
Ensure the best possible performance, quality, and responsiveness of the application
Identify and correct bottlenecks and fix bugs
Help maintain code quality, organization, and automatization












Requirements/Qualifications




Required Skills


 Very good logical and complex problem-solving ability.
Must have knowledge of either iOS/Android native application development
Proficiency in working with RESTful APIs to connect applications to back-end services
Strong knowledge of Android and iOS UI design principles, patterns, and best practices
Experience with offline storage, threading, and performance tuning
Familiarity with cloud message APIs and push notifications
A knack for benchmarking and optimization
Familiarity with continuous integration and code versioning tools, such as Git



Salary: 3-4.5 LPA 
Experience: 1-3 yrs







",PostedPosted 2 days ago,"₹3,00,000 - ₹4,50,000 a year","₹3,00,000 - ₹4,50,000 a year",https://www.indeed.com/rc/clk?jk=69d1d2850b79103f&fccid=a10ea796c9207d63&vjs=3
Mobile Application Developer,SolutionOnline,"Barddhaman, West Bengal","

Minimum Experience: 1-2+ yr.
 Must Skills: Android, Iphone, Ipad.
 Job Type: Full Time.
",PostedPosted 30+ days ago,Full-time,,https://www.indeed.com/rc/clk?jk=490295d71a8a5ccc&fccid=1bcfbd33fe449045&vjs=3
Mobile App Developer,Webocity Technologies,"Delhi, Delhi","
Designation:Mobile App Developer
Qualification:B.tech/BCA/Bsc(IT)
Work Experience:1 – 2 Years
Vacancy:01
Location:Delhi
",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=9d9ba26ba4958cb9&fccid=97c07fcdd20971eb&vjs=3
Mobile Developer,Ankur Web Technology,"Allahabad, Uttar Pradesh","


We are looking for an Android Developer who possesses a passion for pushing mobile technologies to the limits. This Android app developer will work with our team of talented engineers to design and build the next generation of our mobile applications. Android programming works closely with other app development and technical teams.





Development Responsibilities



      Design and build advanced applications for the Android platform
    


      Collaborate with cross-functional teams to define, design, and ship new features
    


      Continuously discover, evaluate, and implement new technologies to maximize development efficiency
    








      Work with outside data sources and APIs
    


      Unit-test code for robustness, including edge cases, usability, and general reliability
    


      Work on bug fixing and improving application performance
    






Interested and eligible candidates are requested to send their CV together with personal details by e-mail address support@ankurwebtechnology.in


",PostedPosted 30+ days ago,,,https://www.indeed.com/rc/clk?jk=f3377a82f1788ccc&fccid=2df08b531e2cc9e0&vjs=3
