job_title,company,location,job_summary,post_date,more_info,salary,job_url
DevOps Junior,Azertium IT Global Services SL,"Teletrabajo in 28009 Madrid, Madrid provincia","
Descripción
 Desde Azertium IT nos gustaría contar con los mejores profesionales del Sector, y actualmente, estamos en búsqueda de un DevOps Junior con al menos un año de experiencia laboral, para fomar parte de un importante cliente con gran desarrollo. Modalidad Teletrabajo.

 

Experiencia / Conocimientos:


 DevOps
Instalación / Configuración de herramientas: Gitlab, Sonar, Jenkins, Artifactory)
Actualización de versions, monitorizar recursos
Desarrollo pipelines (Jenkins, Groovy)
Scripts Linux


 ¿Qué ofrecemos?

Contrato indefinido
Puesto estable
Desarrollo profesional
Trabajo en remoto

 Requisitos
 Desde Azertium IT nos gustaría contar con los mejores profesionales del Sector, y actualmente, estamos en búsqueda de un DevOps Junior con al menos un año de experiencia laboral, para fomar parte de un importante cliente con gran desarrollo. Modalidad Teletrabajo.

 

Experiencia / Conocimientos:


 DevOps
Instalación / Configuración de herramientas: Gitlab, Sonar, Jenkins, Artifactory)
Actualización de versions, monitorizar recursos
Desarrollo pipelines (Jenkins, Groovy)
Scripts Linux


 ¿Qué ofrecemos?

Contrato indefinido
Puesto estable
Desarrollo profesional
Trabajo en remoto

",PostedPublicado hace más de 30 días,Jornada completa +2,,https://www.indeed.com/rc/clk?jk=243da648783dc83e&fccid=3af495db81cf9743&vjs=3
DevOps Specialist,Tennders,Teletrabajo,"
About Us 
We provide the best balance between Technology and People to create efficient supply chains. With a multicultural team of experts in land freight transport, we are leveraging our team's extensive knowledge, supported by our platform to provide an effective and great service to our customers. Supplemented by an inhouse broker team focused on urgent and difficult loads, we are able to cover the needs of the market.  We simplify the way shippers, carriers, and brokers connect. Our platform is focused on helping small and medium companies digitize their business and preparing them for the future needs of the industry - regulatory or otherwise. By linking them with other companies and helping them reduce inefficiencies and empty trips, so they can save costs and time.
 Your mission
 We are looking for a DevOps engineer who will be working hand in hand with the product and developer teams, managing infrastructure projects and processes. He/she will do this by collaborating with development and platform teams supporting them identifying problems, proposing solutions as well as helping them to create the best product for our customers.
 Your profile


 Comfortable in fast-paced and high-change environments.
 3+ years of experience as DevOps lead (or) 5+ years of experience while evolving through different roles in DevOps team
 Have experience with Docker, Kubernetes, Jenkins, AWS and deploying in production applications in the cloud.
 Fluent in English, Spanish or any additional language is a plus
 Good hands-on knowledge of BitBucket workflows for version control (Source Code Management)
 Proficient in organizing processes and developing Continuous Integration/ Delivery pipelines/ Jenkins
 Hands-on knowledge of software containerization platforms like Docker and container orchestration tools like Terraform/Kubernetes/Docker Swarm.
 Understanding of both monolithic and microservice application architecture.


 What You Will Do


 Monitor applications, systems, and identifying issues proactively.
 Design and implement architecture (load balancers, instances, security, etc.)
 Prioritize, create, maintain, administer, automate, and improve infrastructure working together with the product team.
 Support, secure and scalable environments to satisfy product and customer needs.
 Perform ‘code’ and ‘code/infrastructure’ deployments, use automation tools such as k8s, Terraform, etc.
 Maintain Configuration Management DB for key services.
 Design, implement and maintain infrastructure working together with the product team.


 What we offer
 At Tennders people come first and our team of experienced logistics professionals is bringing to life their vision of the future of logistics. You will have the unique opportunity to be a part of this team within our fast-growing ambitious start-up.  Impact: With our culture of freedom, responsibility, and constructive feedback, your actions will have a direct impact on the life of each and every one of our customers.  Flexible working: Whether you prefer working from home or leaving the office early to go to the gym, that's perfectly fine. We are driven by objectives and let you organize yourself.  Relaxed weekends: No Slacks or emails on weekends, it’s your time to switch off.  Birthday day off: Your birthday should be spent with family and friends, so you’ll have an extra day off on your special date.
 Why us?
 Integrity: We aspire to do the right thing with sincere intentions, responsibility and respect, as the main drivers for trustful and hi-impact work.  Openness: We empower our people to share their thoughts, opinions and ideas. We encourage everyone to give and receive constructive feedback so we can grow and become better together.  Innovation: We always search for improvements, venturing beyond our comfort zones, promoting creativity, critical thinking, and supporting new ideas.  Tennders is proud to be an equal opportunity employer and considers all qualified applicants for employment without regard to race, colour, religion, age, sex, sexual orientation, gender, gender identity, national origin, disability, veteran status or any other legally protected characteristic.
",PostedPublicado hace 8 días,Jornada completaDisponibilidad fin de semana,,https://www.indeed.com/rc/clk?jk=48be63c643600375&fccid=141280a0116ae3d2&vjs=3
"Business Consultant Java - DevOps, 100% En remoto",CAS TRAINING,Teletrabajo,"Business Consultant Java - DevOps en 100% En remoto. 
Cas Training empresa de referencia con más de 25 años en consultoría tecnológica outsourcing y formación especializada. 

 Estamos en búsqueda un Business Consultant/Consultor de Negocios/Business Analyst con conocimientos en Java/DevOps y que cuente con al menos 2 o 3 años de experiencia para trabajar en proyectos internacionales. 

 Que cuente con conocimientos y experiencia en la Priorización del backlog - Entendimiento de la solución técnica para tomar decisiones. - Creación de Epics y Stories - Experiencia en Jira / Confluence - Haber trabajado en entornos Java / DevOps. Conocimiento Idioma inglés Conocimiento de seguros es una ventaja. 

 Localización Barcelona 
Remoto 

 Ofrecemos 
Contratación Indefinida. 
Acceso gratuito a nuestro catálogo anual de formación (Somos Partner de Microsoft Redhat 
Amazon Google Cloud Plattform Oracle ITIL entre otros!) 
Salario competitivo negociable en base a la experiencia. 

 java, devops, Jira, Confluence 
b6f51aeee2ae43e57e46",PostedHoy,Contrato indefinido,,https://www.indeed.com/rc/clk?jk=0de56dd5a6db4bda&fccid=04311bae1ed1e95a&vjs=3
DEVOPS ENGINEER,Push Technology,Teletrabajo,"
PUSHTech is seeking a star multi-skilled Software or Systems Engineer. You will work on the most exciting projects in mobile - as well as one of our product offerings. You will occupy a role as the subject in an agile fashion to design, implement and scale the High Availability systems supporting our platform using cutting edge technologies and the latest software development, automation and deployment practices within the fastest growing player in mobile communications. 
Primary Responsibilities:



Automate deployment with Puppet, monitoring, management and incident response. 
Proposal, creation and maintenance of several levels dashboards to monitor applications and systems’ health. 
Identify problems as they arise and diagnose them in every tier of solution (Backend, Frontend, Systems, Database, etc.). 
Prepare quick solutions and workarounds to known issues and problems to maintain service whilst the teams investigate a permanent solution. 
Be passionate about technology and how it can be harnessed to create world-class products. 
Discern between solutions that provide real value, and ones that do not. 
Focus on constant and never ending improvement. 
Help colleagues succeed - we’re all in this together!.



Required Skills and Experience:



BS/MS in Computer Science. 
Amazon AWS experience utilizing Cloudfront and APIs for provisioning and management. 
Experience with configuration management tools such as Puppet, Capistrano. 
Extensive knowledge of Linux, Rails, Grape, Sinatra and REST APIs. 
Working knowledge of MongoDB and Redis. 
Working knowledge of load-balanced and highly available setups. 
Entrepreneurial spirit and excitement around shaping our product thinking. 
Experience working with Agile Kanban workflow.



Desired Skills and Experience:



Experience in Mobile or Communication Platforms. 
Excellent analytical, planning and process development skills. 
Proven ability to work cross-functionally. 
High level of initiative and strong business judgment. 
Excellent communication, interpersonal skills and should be comfortable working in very dynamic and collaborative work environment.

",PostedPublicado hace más de 30 días,,,https://www.indeed.com/rc/clk?jk=182986dd2fe5d754&fccid=93547f4e07981c81&vjs=3
DEVOPS CLOUD,Optimissa,"Madrid, Madrid provincia","

Quiénes somos
 Optimissa, una innovadora empresa de consultoría, busca candidatos para trabajar en casa de uno de nuestros clientes del sector bancario. Desarrolla tu carrera y escribe tu propia historia.
 Nuestros Proyectos
 Se caracterizan por un alto grado de complejidad, realizando labores de arquitectura, análisis y desarrollo. Construimos aplicaciones ad-hoc y producto propio para áreas de inversión de las principales entidades financieras.
 Candidatura:
 Actualmente estamos buscando perfiles DevOps para trabajar en un importante cliente del sector bancario. se valoraran conocimientos de dicho entorno y experiencia previa en el sector bancario.

Experiencia en entornos DevOps.
Experiencia en entornos Cloud (Azure, AWS)

Funciones y responsabilidades:

Desarrollo de Negocio y Gestión de cartera existente.
Selección de talento para proyectos.
Gestión financiera, contemplando producción, facturación y rentabilidad de los proyectos.
Colaboración en el desarrollo de negocio global del Grupo.
Gestión de equipos de trabajo.

Ofrecemos
 Nuestro objetivo es tener un lugar de trabajo donde los empleados puedan disfrutar de los beneficios de la empresa y contribuir en los desarrollos y decisiones de los proyectos. Buscamos atraer el talento y contar con el mejor equipo, mientras aseguramos la mejora continua y la excelencia en todo lo que hacemos.

Incorporación estable
Excelente ambiente de trabajo
Salario negociable según experiencia
Plan de Retribución Flexible: combinación de salario base + beneficios que se adaptan a tus circunstancias

Si has seguido leyendo hasta aquí, cumples los requisitos y quieres ser una estrella,

",PostedPublicado hace más de 30 días,,,https://www.indeed.com/rc/clk?jk=99ea9ebfc078851d&fccid=bfb02b0535ad0d94&vjs=3
Arquitecto DevOps Experto en Mainframe 100% Remoto,Digital Talent Agency,Teletrabajo in Andalucía,"


DESCRIPCIÓN
 
En Digital Talent Agency te ofrecemos oportunidades laborales de incorporación directa en empresas destacadas del sector tecnológico, encontrando el balance perfecto entre tu vida personal y profesional.
Valoramos tu experiencia y ponemos el foco en la motivación, qué te gusta y qué tipo de proyectos quieres participar.
Formamos parte de Zemsania Global Group y juntos, contamos con más de 18 de años de experiencia en asesoramiento profesional a candidatos y búsqueda y selección de perfiles tecnológicos.
 
El Proyecto
Buscamos a un Arquitecto DevOps experto en Mainframe con un mínimo de 3 años de experiencia para una empresa destacada del sector tecnológico, para un importante proyecto 100% en remoto.
 
¿Qué necesitamos de ti?

Experiencia mínima de 3 años en la parte de DevOps con algunas de estas herramientas: Jenkins, Bitbucket, Artifactory, UrbanCode, SonarQube, IBM Dependency Based Build.
Por el lado del Mainframe: SMP/E Z/OSMF USS IBM IDZ.



Condiciones:

Incorporación inmediata.
Contratación indefinida.
Modalidad en remoto con visitas a cliente en Madrid.
Salario competitivo.
Horario de Lunes a jueves: 8.00h-9.00h/ 17.00h-18.00h. Viernes: 8.00h-9.00h a 14.30h-15.30h.



¿Beneficios?

Desarrollo profesional en empresa destacada de software dedicada a la consultoría y a servicios IT.
Participar en un proyecto de transformación digital.
Plan de retribución flexible (Seguro médico privado).
Horario totalmente flexible. 
Jornada intensiva julio y agosto.
Remuneración según experiencia profesional y conocimientos.






España 
Indefinido
Experiencia de 2 a 5 años
Ciclo Formativo (FP I y/o II)
",PostedHoy,Contrato indefinido +1,,https://www.indeed.com/rc/clk?jk=168c0ca7b326a8d7&fccid=f57d402ccbb8ec52&vjs=3
"DevOps Junior - híbrido, Madrid - Primer Empleo",arelance,"Madrid, Madrid provincia","DevOps Junior - híbrido en Madrid. 
En Arelance sabemos que las personas son el activo más importante dentro de una empresa y por tanto invertimos muchos esfuerzos en buscar los mejores profesionales para nuestros clientes y en ofrecer a nuestros candidatos los mejores proyectos. 

 Seleccionamos perfiles junior con o sin experiencia como DevOps para incorporación en en proyecto estable en Madrid. 

 REQUISITOS 

 Experiencia/ conocimiento con Jenkins kubernetes docker o herramientas propias de devops. 
Inglés avanzado (B2+) 
Tener experiencia como devops o al menos 1 año en entorno tecnológico. 

 ¿QUÉ OFRECEMOS? 



Incorporación a un proyecto en continuo desarrollo
Modalidad Híbrido en Madrid ( 50 oficina - 50 remoto)
Condiciones salariales según experiencia aportada ( 20.000 - 25.000 B/A)
 Si estás interesado/a en una gran oportunidad como ésta ¡inscríbete! ¡Queremos conocerte! 

 devops,Jenkins, kubernetes , Primer Empleo 
155a128b32a4730fb04e",Postedhace 1 día,De 21.000 € a 24.000 € al añoContrato indefinido,De 21.000 € a 24.000 € al año,https://www.indeed.com/rc/clk?jk=217d63f703a8822c&fccid=1562c673e76cd7f8&vjs=3
Devops/Cloud Admin,RRHH & Coaching,Teletrabajo,"Devops/Cloud Admin
Estamos buscando un/a Cloud Admin con al menos 3 años de experiencia en entornos Azure/AWS y conocimientos de Docker, Kubernetes y herramientas de devops como Terraform, Jenkins, Azure Devops... para integrarse en nuestro equipo técnico.
En Galeo desarrollamos proyectos para nuestros clientes en los ámbitos de Ingeniería del dato y plataformas digitales e IoT, con el foco puesto en los Cloud Providers más importantes como Azure, AWS y GCP. Nuestra misión es que los proyectos alcancen el mayor grado de automatización y digitalización posible, evitando en la medida de lo posible las intervenciones manuales que den lugar a errores humanos y penalicen la escalabilidad. Por eso, buscamos personas colaborativas y muy proactivas que sean capaces de consensuar la mejor solución para que los desarrollos de nuestros proyectos alcancen niveles de excelencia cloud nunca vistos.
Condiciones profesionales
Lo primero de todo, comenzamos con las condiciones de trabajo que te ofrece la empresa. Así, si no te cuadra en lo más básico, no pierdes más tiempo en seguir leyendo.

Flexibilidad horaria


100% remoto


Contrato indefinido


Salario aproximado: 35-55K + bonus por resultados


Plan de formación anual real con certificaciones totalmente pagado

Si las condiciones profesionales te han parecido atractivas y están en la línea de tus
motivaciones profesionales, ¡sigue leyendo!.
Equipo
El equipo está formado por más de 20 profesionales especializados en ingeniería tanto de datos como de IoT y expertos en tecnologías cloud. El stack tecnológico que se maneja en esta posición sería algunas de las siguientes tecnologías: Terraform, Azure Devops, Cloud Formation, Jenkins, Grafana, Prometheus, API Managers... El trabajo se realiza en pequeños equipos remotos, autónomos y flexibles. Sin burocracias ni formalismos, pero con responsabilidad y madurez profesional.
Una cultura que favorece la flexibilidad, la conciliación y el crecimiento profesional.
Funciones y responsabilidades
Estas serán tus principales funciones:

Mejorar y mantener la estabilidad de un producto/plataforma digital construido o que

se está construyendo, tanto de forma proactiva como reactiva.

Dar mayor seguridad y fiabilidad al entorno, a la vez que lo hacemos escalable.


Mejora continua de nuestra infraestructura cloud y la de nuestros clientes.


Proponer mejoras, automatizaciones y herramientas que puedan mejorar procesos,

sobre todo que puedan ayudar al trabajo de tus compañeros.

Si en tu cabeza suena DevOps, tenemos mucho con lo que jugar.


Gobierno cloud de grandes clientes: tags, namming, iam, seguridad, networking, best practices...

Competencias profesionales
Se le llaman Soft Skills o Hard Skills. No vamos a entrar en terminología. Lo importante es que sepas qué habilidades y experiencia se espera de ti. Fundamentalmente, que tengas ganas de trabajar en equipo, que seas una persona ordenada, responsable y con iniciativa.
Pero, además:

Experiencia de al menos 2 años como CloudAdmin/Devops


La experiencia en Azure es obligatoria dado nuestro volumen en ese provider, pero será valorada muy positivamente experiencia adicional en AWS y/o Google Cloud ya que también trabajamos con ellos.


Fundamental: experiencia con Docker y Kubernetes (AKS, OpenShift, ECS, EKS...)


Fundamental: experiencia CI/CD con Azure DevOps


Fundamental: experiencia con Terraform


Experiencia en la gestión de credenciales en Azure y/o AWS


Valorable: experiencia con Jenkins


Valorable: experiencia en gobierno cloud: política de tags, control costes, definición best practices


Valorable: experiencia en recolección de logs y monitorización de infraestructura.


Lo más importante es que tengas experiencia en diferentes tecnologías y te motive

seguir aprendiendo de cada ecosistema tecnológico.
Tipo de puesto: Contrato indefinido
Salario: 35.000,00€-55.000,00€ al año
Beneficios:

Flexibilidad horaria
Formación en certificaciones profesionales

Tipos de compensaciones complementarias:

Bonus por objetivos
",EmployerActivo hace 4 días,De 35.000 € a 55.000 € al añoContrato indefinido,De 35.000 € a 55.000 € al año,https://www.indeed.com/company/RRHH-&-Coaching/jobs/Devops-cloud-admin-a81c811eb175bc71?fccid=6420b77f4ff2aae0&vjs=3
Ingeniero Devops (teletrabajo 100%),Entelgy Ibai,"Teletrabajo in Bilbao, Vizcaya provincia","
¿Cuentas con experiencia como Ingenierio Devops en proyectos de IT y te apetecen nuevos retos? Si te interesa colaborar como personal de estructura en nuestro área de arquitectura... no te pierdas las ventajas de trabajar en Entelgy porque PENSANDO EN TI, te ofrecemos:
 

Entelgy College: NUESTRA UNIVERSIDAD:


Self Service Digital: ELIGE tu FORMACIÓN


Soluciones de Vanguardia: A TU MEDIDA


Planes de Certificación: CERTIFICATE!


Idiomas: Digital y presencial


Itinerarios de desarrollo: CRECE


Comunidades de Talento: EMPRENDE y CO-CREA en las células de innovación

 Plan Flexible Working: CONCILIACIÓN
 MyFlex: RETRIBUCIÓN FLEXIBLE, Tarjeta Restaurant, Tarjeta transporte, Seguro de Salud y Cheques Guardería
 MyClub: CLUB DEL AHORRO, portal con más de 450 descuentos para empleados
 SPORTCLUB: liga de fútbol, baloncesto, carreras, maratones y corporate sport games
 Y mucho más... descúbrelo!
 
¿Qué vas a hacer?

Diseño e implantación de infraestructura


Colaboración con equipo de técnicos especialistas.


Programación y ejecución de pruebas


Elaboración de documentación técnica


Colaboración con equipo de trabajo

 
¿Qué es necesario?

Experiencia en instalación y configuración de programas como: Cluster de kubernetes, Kafka, Elastic Search, Logstat, Kibana, Zipkin, Grafana, Rancher, OpenShift, Gitlab, Jenkins,SonarQube y Artifactory.


Terner capacidad de redacción técnica fluida y en soporte a equipos técnicos y de preventa.


Contar con experiencia en instalación y configuración de entornos de integración y despliegue continuo.

 
¿Quieres saber más?
 Somos The BusinessTech Consultancy, un acelerador de la transformación digital, con más de 1.700 profesionales presentes en España, Brasil, Chile, Argentina, Colombia, Perú, México y USA. Ofrecemos soluciones integradas y globales que nos hacen ser diferenciales, a través de nuestras 4 divisiones: Consulting Tech, Transformación Digital, Seguridad y Outsourcing.
 Forma parte de un gran equipo en una empresa con una CULTURA DIGITAL y AGILE, orientada a las Personas y el Talento.
 Contratación indefinida y salario competitivo.
 !Los mejores proyectos te esperan!
 https://www.youtube.com/watch?v=BZD3ufY6vGI&t=31s
 ¿Estás listo para venirte con nosotros?
 ¡Únete al equipo! ¡Te estamos esperando!





Experiencia en instalación y configuración de programas como: Cluster de kubernetes, Kafka, Elastic Search, Logstat, Kibana, Zipkin, Grafana, Rancher, OpenShift, Gitlab, Jenkins,SonarQube y Artifactory.


Terner capacidad de redacción técnica fluida y en soporte a equipos técnicos y de preventa.


Contar con experiencia en instalación y configuración de entornos de integración y despliegue continuo.


Nivel medio de ingles


",Postedhace 21 días,Contrato indefinido,,https://www.indeed.com/rc/clk?jk=c894ccd8f29d7ec8&fccid=8a665922c3db0986&vjs=3
DevOps Engineer (m/f/d),Zoi,Teletrabajo,"
Enjoy the magical world between big-name industry clients and a thriving nerd space. Come to the bright side of IT.  Do you love a buzzing startup spirit, but also the benefits of being employed by a successful and growing company? If you're completely honest, wouldn't you really want the best of both worlds? If so, then we are your PERFECT MATCH!

 Hi, we are Zoi. For our leading German industrial clients, we close the gap between enterprise IT and new technologies. We are nerds. We are many. We are an interdisciplinary team that doesn't fit into any pigeonhole. Talented, diverse, creative. Together we create space for new things and provide room for development. In flat hierarchies - so flat that you can take on all the responsibility that brings you joy. With this vacancy, we are looking for support for our office in Lisbon. Remote work and travel between our locations in Stuttgart, Berlin, Barcelona and Las Palmas for client projects are possible. We have also opened offices in Vietnam, Russia and Mexico.

 WHAT YOU DO:


 As an active part of the development team, you support developers and architects alike in automating the software development and solution
 You analyse the requirements for their cloud suitability and offer corresponding PaaS, SaaS or IaaS solutions for the development team.
 You always have automation in mind and, if possible, build everything in infrastructure-as-code thinking, using declarative tools such as Terraform and Salt or at least scripting using Bash or Powershell
 Your project topics range from establishing the cloud suitability of existing enterprise IT applications to the development of native cloud applications in the eCommerce and IoT environment
 You use the latest container, serverless and config management tool technologies to develop modern solutions and actively contribute these to the project team


 WHO YOU ARE: 

You handle git and markdown skillfully and are familiar with general operating systems
 You have a well-honed understanding of network technologies and structures and software deployment procedures (Blue/Green, Rolling)
 You are eager to explore the processes of continuous integration and development (CI/CD)
 When you hear the words “container technologies” (dockers), you're not thinking about the port of Lisbon
 You boast basic knowledge or initial experience in dealing with WebServices (REST)
 You are no stranger to scripting OS levels with Powershell, Batch and Bash, JavaScript, or Python.
 When it comes to automation, you check the boxes for IaC tools like Terraform or Serverless or configuration management tools like Saltstack
 You have strong knowledge of the AWS, GCP, or Azure cloud services as well as an understanding of the importance of PaaS and its meaningful use in enterprises
 You take a responsible and solutions-oriented approach to problems and you are a team player
 You show initiative and dedication and you are well organized
 Fluent communication skills in English


 Everything is relative. Not only Einstein knew that. Do you want to get to know us and convince us of your abilities even if you don't meet all the requirements? Sure thing! We’re curious!

 ANYTHING BUT STANDARD
 Nothing ventured, nothing gained. That’s why 20 percent of your working time at Zoi is always freed up for creative technological and methodical experimentation.

 Working at your own pace, you’ll help shape the success of our company. This works best in interdisciplinary teams, in direct contact with our customers, with working hours that are truly flexible – and team events that go beyond the bowling alley.

 BECOME A PART OF THE TEAM
 Stronger together! Zoi is growing – maybe also with you soon? Your application can be the start of something big. Please send us your curriculum vitae – and be sure to include a cover letter letting us know why you are a good match for Zoi and what stories you still want to write. (Click the application button to apply.)

 We are looking forward to your application!

 International Talent Management - Zoi  E-Mail: meet@zoi.tech  Phone number [EU] : +49 711 21 95 21 - 21

",Postedhace 30+ días,Jornada completa,,https://www.indeed.com/rc/clk?jk=a8335261eae44c7f&fccid=b2ef11ee20941ba5&vjs=3
Devops Senior,Sage,"Madrid, Madrid provincia","


Nombre de vacante


    Devops Senior
  




 Advert


    People make Sage great. From our colleagues delivering ground-breaking solutions to the customers who use them: people have helped us grow for more than thirty years, and people are driving our future as a great SaaS company. We're writing our next chapter. Be part of it!
   
 At Sage, we recognize that the world of work has rapidly shifted over the last few years, particularly how we work. That is why we have committed to working in a hybrid way going forward. Human connection is an essential ingredient of the 4 principles that make up our Flexible Human Work hybrid framework and we want to be transparent in what that looks like when you join our Sage family. On one hand, our offices will continue to play an important role in our future and serve as a place for spontaneous conversations, connection, collaboration as well as focused time. On the other hand, we have learned to reimagine where and when we work and to unlock that flexibility and innovation for our colleagues offering them the opportunity to work flex across their home, Sage offices or customer sites.
   
 We invite you to join us and help us write our next chapter. Follow us on our social media sites to join in conversations about open positions and company news! #lifeatsage #sagecareers. If you would like support with your application (or require any adjustments) please contact us at careers@sage.com for assistance. All qualified applicants will be thoughtfully considered and never discriminated against based on their race, color, age, religion, sexual orientation, gender identity, national origin, disability or veteran status.
  




 Descripción


    Job purpose: The Senior Live Services Specialist position is responsible for ensuring their services (services our customers use to run their businesses) remains available, secure and performant. This role is required administer, support, maintain and improve these products often leading live service specialists. Through the use of cutting-edge technology, the Senior Live Service Specialist ensures their services are designed and deployed to be best in class.
   



 To do this the Senior specialist works closely with product delivery teams, influencing their approach and design by deploying, administering, monitoring and improving their service. This is a 24/7 operation that requires the senior specialist to lead and resolve any service incidents that may arise. The Specialist role in collaboration with security & architecture experts build guidance for the specialist teams to build and run infrastructure, mature operational processes, gain efficiencies and quality with ‘infrastructure automation’, improving development & operational capabilities (including: disaster recovery, high system availability, on-demand scalable solutions, infrastructure monitoring, continuous deployment capabilities, etc.).
  




 Responsabilidades principales


    Key accountabilities and decision ownership: 
   
 Take personal accountability for their products so that they remain available, secure and performant ensuring Customers For Life. 
   
 Lead the Sage business during high pressure incident scenarios, balancing technical resolution and stakeholder communication. 
   
 Improve the out of hours customer experience by leading the 24x7 on-call rota 
   
 Use technology and knowledge to prioritize, design and implement solutions and services to simplify customer experience, mitigate risk, improve usability and to impact Sage’s goals. Set design standards that are implemented by architecture and security functions. 
   
 Influence and collaborate with product delivery teams to ensure that designs, standards and quality can be implemented improving the customer experience 
   
 Research and build knowledge of new & generally available services, new ways to use technologies and changing business processes to prioritize, gain efficiencies and improve customer experience 
   
 Work with architecture & security to set technical standards & strategic direction 
   
 Prioritize, create, maintain, administer and enhance infrastructure and infrastructure automation, supporting secure and scalable environments to satisfy both operational, governance, product and customer needs. 
   
 Enable continuous deployment cycles and on-demand deployment processes, influencing the culture required to thrive 
   
 Monitor applications and systems, identifying issues proactively and mitigating them to improve the customer experience 
   
 Perform ‘code’ and ‘code/infrastructure’ deployments 
   
 Maintain Configuration Management DB for key services. 
   
 Build service plans to achieve ISO standards and ensure documenting processes is part of the DNA of the team 
   
 Understand the service from a customer and commercial perspective building relationships with key stakeholders on planned changes, incidents and service improvement plans, ensuring plans are aligned. 
   
 #LI-AG1
  


",Postedhace 30+ días,,,https://www.indeed.com/rc/clk?jk=4a022af1ad57fa19&fccid=848f060296f23fff&vjs=3
DEVOPS,Rawson BPO,Teletrabajo,"


   Lugar de trabajo: Remoto 
  


En Rawson BPO seleccionamos:   Perfil Devops Para un Proyecto en Zaragoza, aunque la posición es en REMOTO     Si quieres conocer más detalles, ¡Inscríbete en la oferta y nos pondremos en contacto contigo!

",Postedhace 30+ días,,,https://www.indeed.com/rc/clk?jk=c0a2da02879e4aae&fccid=207fe9d39378b2c7&vjs=3
DevOps Engineer,SIX,"Madrid, Madrid provincia","





We drive the transformation of the financial markets. That’s why we invest in bright minds, in their ideas, knowledge and development. We do that by combining our best sides.


If you would like to find out why stability makes us so agile, why experience makes us so curious and why empathy makes us so impactful, apply now for the position of


 DevOps Engineer 
Madrid | Full-time (Hybrid) | Reference 4418


BME is the infrastructure of all the securities markets and financial systems in Spain and is owned by SIX.



Are you interested in the topic of DevOps and would like to combine ""Development"" with ""Operations"" and work with new technologies such as Docker and Openshift on the pulse of time? Would you love to drive centralized IT automation to make things faster and more efficient? Do you want to work in an international environment in close cooperation with various business units such as the Swiss Stock Exchange or Financial Information? Then this opportunity is for you.
We are looking for a bright, dedicated team player to join our team as a DevOps Engineer. You will be providing hands-on support to help drive our centralized development tools services to the next level. You will also be working closely with our internal and external partners.



What You Will Do

be part of the Scrum team that takes care of the evolution and maintenance of our services
participate in engineering projects to deliver DevOps topics such as assisting in creating CI/CD pipelines, service-automation and improving agile processes within the development teams
join the software development in the area of the central automation project and actively contribute to the ""community of practice""
consulting, training and 3rd level support within the entire application development processes we support
be on-call (approx. one week per month) for responding to and troubleshooting any related issues. This service is economically compensated



What You Bring

completed professional training in the field of computer science. A higher education or bachellor degree in computer science is not mandatory but an advantage
relevant experience in Docker, Kubernetes/Openshift and/or Ansible, with Good Unix/Linux knowledge and experience in shell scripting
experience in software development in Java and/or Python will be an highly valued
innovative team player mindset who proactively seeks and successfully implements good solutions while keeping the company's overall interests in mind
experience and/or interest in agile approach, especially Scrum
good command of written and spoken English and Spanish



 If you have any questions, please call Sara Perez de la Cuesta at +34 91 709 56 80.


For this vacancy we only accept direct applications.


Diversity is important to us. Therefore, we are looking to receiving applications regardless of any personal background.







What We Offer



Flexible Work Models We trust our employees and offer a work environment that is well-balanced, productive and fosters success.






Personal Development You will benefit from a culture of continuous learning and feedback. Your personal growth is supported through an extensive learning offering.






Agile Working Methods Whether through scrum or design thinking,  we solve exciting tasks together in teams.







",Postedhace 1 día,Jornada completaDe guardia,,https://www.indeed.com/rc/clk?jk=176a2c839cc87776&fccid=b8296266d71ea4c5&vjs=3
